Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S17975400036,03/19/2014,3584,L and M Beverage,1011 S FREDERICK M/A PO BX 572,OELWEIN,50662,,33,Fayette,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,86669,Jack Daniel's Tennessee Honey,24,375,6.54,9.81,6,58.86,2.25,0.59
S08827400029,11/07/2012,4273,Smokin' Joe's #4 Tobacco and Liquor,2800 E UNIVERSITY AVE,DES MOINES,50317,POINT (-93.562106 41.600564),77,Polk,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43136,Bacardi Limon,12,750,8.33,12.49,1,12.49,0.75,0.20
S05981100017,06/11/2012,3819,Quillins Decorah,915 SHORT ST,DECORAH,52101,POINT (-91.79777100000001 43.291023),96,Winneshiek,1041100,AMERICAN DRY GINS,260,Diageo Americas,30318,Gordon's Gin London Dry - Pet,6,1750,10.49,15.74,6,94.44,10.50,2.77
S05710400041,05/24/2012,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,Marshall,1031100,100 PROOF VODKA,300,Mccormick Distilling Company,36908,Mccormick Vodka Pet,6,1750,7.46,11.19,6,67.14,10.50,2.77
S16316500027,12/19/2013,3926,Liquor Downtown / Iowa City,315 S GILBERT ST,IOWA CITY,52240,POINT (-91.530181 41.657654),52,Johnson,1062310,SPICED RUM,260,Diageo Americas,43338,Captain Morgan Spiced Rum,6,1750,17.75,26.62,12,319.44,21.00,5.55
S25079400093,04/14/2015,4344,Spirits / Grimes,109 EAST 1ST ST STE B,GRIMES,50111,POINT (-93.793827 41.68840000000001),77,Polk,1062310,SPICED RUM,240,"WILLIAM GRANT AND SONS, INC.",45884,Sailor Jerry Spiced Navy Rum,24,375,4.80,7.20,2,14.40,0.75,0.20
S21263000001,09/17/2014,4701,Walgreens #11193 / Boone,310 STORY ST,BOONE,50036,POINT (-93.879992 42.059115),08,Boone,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,10.45,15.68,12,188.16,21.00,5.55
S22458400040,11/19/2014,2543,Hy-Vee Food Store #1 / Ottumwa,1025 NORTH QUINCY AVE,OTTUWMA,52501,POINT (-92.438463 41.01558),90,Wapello,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36304,Hawkeye Vodka,24,375,2.07,3.11,2,6.22,0.75,0.20
S18128300016,03/27/2014,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,POINT (-91.658577 41.955859),57,Linn,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43127,Bacardi Superior Rum,12,1000,9.43,14.14,12,169.68,12.00,3.17
S24313000005,03/03/2015,4249,Fareway Stores #048 / Clarinda,115 ESSIE DAVISON DR,CLARINDA,51632,POINT (-95.040293 40.724008),73,Page,1031080,VODKA 80 PROOF,55,Sazerac North America,37938,Skol Vodka,6,1750,7.11,10.67,6,64.02,10.50,2.77
S27624100016,08/31/2015,2613,Hy-Vee Food Store #1 / Council Bluff,2323 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.879662 41.261925),78,Pottawattamie,1032080,IMPORTED VODKA,115,"Constellation Wine Company, Inc.",34821,Svedka Vodka,6,1750,14.75,22.13,6,132.78,10.50,2.77
S11220100040,03/21/2013,4288,Uptown Liquor and Tobacco,2000 WILEY BLVD SW STE 106,CEDAR RAPIDS,52404,POINT (-91.725777 41.959614),57,Linn,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48164,Hennessy VSOP Privilege,12,750,30.99,46.49,4,185.96,3.00,0.79
S10681200010,02/19/2013,2413,Beecher Beverage,1691 ASBURY ROAD,DUBUQUE,52001,POINT (-90.696886 42.500775000000004),31,Dubuque,1031200,VODKA FLAVORED,260,Diageo Americas,41797,Smirnoff Raspberry Vodka,12,1000,8.95,13.43,12,161.16,12.00,3.17
S04130300018,02/16/2012,4070,Grieder Beverage Depot,708  13TH ST,BELLE PLAINE,52208,POINT (-92.278 41.897054),06,Benton,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69638,Dr. Mcgillicuddy's Cherry Schnapps,6,1750,13.33,19.99,12,239.88,21.00,5.55
S09353400137,12/06/2012,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,POINT (-91.658105 42.010971),57,Linn,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34423,Grey Goose Vodka,12,375,8.48,12.72,2,25.44,0.75,0.20
S25878700070,05/27/2015,4509,A J'S LIQUOR II,2515 CHAMBERLAIN,AMES,50010,POINT (-93.650838 42.021461),85,Story,1042100,IMPORTED DRY GINS,370,Pernod Ricard USA/Austin Nichols,28086,Beefeater Gin,12,750,10.99,16.49,2,32.98,1.50,0.40
S24949100024,04/08/2015,4202,Fareway Stores #829 / Sioux City,4267 SERGEANT RD,SIOUX CITY,51106,POINT (-96.354307 42.449933),97,Woodbury,1012200,SCOTCH WHISKIES,260,Diageo Americas,10006,Scoresby Rare Scotch,12,750,5.50,8.25,6,49.50,4.50,1.19
S27675100015,09/02/2015,4462,SHELTON'S,"113, 1ST ST NW",BUFFALO CENTER,50424,POINT (-93.947595 43.386755),95,Winnebago,1062310,SPICED RUM,260,Diageo Americas,43337,Captain Morgan Spiced Rum,12,1000,11.75,17.63,4,70.52,4.00,1.06
S17075800021,01/28/2014,3881,7 Rayos Liquor Store,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,Marshall,1041100,AMERICAN DRY GINS,434,Luxco-St Louis,31656,Paramount Gin,12,750,3.40,5.10,12,61.20,9.00,2.38
S24255800102,02/26/2015,2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,POINT (-93.697731 41.665172),77,Polk,1031080,VODKA 80 PROOF,260,Diageo Americas,37414,Popov Vodka 80 Prf,24,375,3.00,4.50,3,13.50,1.12,0.30
S06941100009,08/06/2012,3873,Target Store T-1113 / Coralville,1441 CORAL RIDGE AVE,CORALVILLE,52241,POINT (-91.608399 41.691276),52,Johnson,1032200,IMPORTED VODKA - MISC,65,Jim Beam Brands,35626,Pinnacle Whipped,12,750,7.87,11.81,12,141.72,9.00,2.38
S10235400118,01/24/2013,3926,Liquor Downtown / Iowa City,315 S GILBERT ST,IOWA CITY,52240,POINT (-91.530181 41.657654),52,Johnson,1011100,BLENDED WHISKIES,434,Luxco-St Louis,24158,Hawkeye Blend Whiskey,6,1750,7.38,11.07,6,66.42,10.50,2.77
S09413300018,12/12/2012,4044,Kum & Go #713 / Burlington,421 N MAIN ST,BURLINGTON,52601,POINT (-91.101093 40.811112),29,Des Moines,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65257,Jagermeister Liqueur,12,1000,15.53,23.30,12,279.60,12.00,3.17
S07004400027,08/08/2012,4593,The Cue Liquors,1404 MAIN ST,ROCK VALLEY,51247,POINT (-96.294873 43.204363),84,Sioux,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42703,Malibu Pineapple Rum,12,750,7.50,11.24,2,22.48,1.50,0.40
S08215400070,10/09/2012,2532,Hy-Vee Food Store #2 / Des Moines,2540 E EUCLID,DES MOINES,50317,POINT (-93.569452 41.627838),77,Polk,1081315,CINNAMON SCHNAPPS,421,"Sazerac Co., Inc.",82956,Firewater Cinnamon Schnapps,12,750,8.84,13.51,3,40.53,2.25,0.59
S25371900170,04/29/2015,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,POINT (-91.658577 41.955859),57,Linn,1081380,MISCELLANEOUS SCHNAPPS,55,Sazerac North America,84170,99 Bananas,12,750,7.80,11.70,3,35.10,2.25,0.59
S04496100005,03/12/2012,4085,Save More Foods / Waterloo,1975 FRANKLIN ST,WATERLOO,50703,POINT (-92.315215 42.495394),07,Black Hawk,1011100,BLENDED WHISKIES,297,Laird And Company,23824,Five Star,24,375,1.98,2.96,24,71.04,9.00,2.38
S11178200032,03/19/2013,3697,Oky Doky #2 / Dubuque,51 W 32ND ST PO BOX 300,DUBUQUE,52004,POINT (-90.683356 42.52717),31,Dubuque,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,10627,Canadian Club Whisky,12,1000,9.71,14.56,1,14.56,1.00,0.26
S12488900020,05/30/2013,3698,Ingersoll Wine Merchants,1300  50TH ST,WEST DES MOINES,50266,POINT (-93.771159 41.590871),77,Polk,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,65,Jim Beam Brands,73533,Dekuyper 03,12,750,12.07,18.10,2,36.20,1.50,0.40
S27280600083,08/12/2015,3723,J D Spirits Liquor,1023  9TH ST,ONAWA,51040,POINT (-96.095845 42.025841),67,Monona,1012100,CANADIAN WHISKIES,55,Sazerac North America,13388,Northern Light,6,1750,8.72,13.08,6,78.48,10.50,2.77
S15058200008,10/10/2013,3847,Logan Ave Convenience Store,735 LOGAN AVE,WATERLOO,50703,POINT (-92.337744 42.510453),07,Black Hawk,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48146,Hennessy Black,12,750,22.00,33.00,12,396.00,9.00,2.38
S03606700078,01/17/2012,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,POINT (-95.825137 41.242732),78,Pottawattamie,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43388,Castillo Silver Rum,6,1750,8.33,12.49,6,74.94,10.50,2.77
S11199800031,03/20/2013,4134,Pleasantville Grocery,105 W MONROE ST,PLEASANTVILLE,50225,POINT (-93.269702 41.386718),63,Marion,1081700,DISTILLED SPIRITS SPECIALTY,384,Piedmont Distillers,76032,Midnight Moon Original,6,750,10.42,15.63,2,31.26,1.50,0.40
S11708900008,04/17/2013,2600,Hy-Vee Food Store / Oskaloosa,110  SO  D  ST,OSKALOOSA,52577,,62,Mahaska,1011200,STRAIGHT BOURBON WHISKIES,125,"Cedar Ridge Vineyards,LLC",17206,Cedar Ridge Bourbon,6,750,17.60,26.40,3,79.20,2.25,0.59
S06465000031,07/09/2012,4183,Fareway Stores #589 / Decorah,103 E MAIN,DECORAH,52101,POINT (-91.785286 43.303291),96,Winneshiek,1012200,SCOTCH WHISKIES,240,"WILLIAM GRANT AND SONS, INC.",6996,Clan Macgregor Scotch,12,750,6.08,9.12,3,27.36,2.25,0.59
S25244400021,04/23/2015,2571,Hy-Vee Food Store #2 / Waterloo,2181 LOGAN AVE,WATERLOO,50703,POINT (-92.337583 42.530476),07,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19068,Jim Beam,6,1750,20.99,31.49,6,188.94,10.50,2.77
S04406100061,03/06/2012,3521,Ameristar Casino / Council Bluffs,2200 RIVER ROAD,COUNCIL BLUFFS,51501,POINT (-95.909384 41.242291),78,Pottawattamie,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34117,Absolut Mandrin,12,1000,14.89,22.34,3,67.02,3.00,0.79
S15394200007,10/29/2013,4941,Kum & Go #170 / Urbandale,6990 DOUGLAS AVE,URBANDALE,50322,POINT (-93.711902 41.629415),77,Polk,1031080,VODKA 80 PROOF,260,Diageo Americas,37996,Smirnoff Vodka 80 Prf,12,750,7.75,11.87,12,142.44,9.00,2.38
S06773400030,07/25/2012,3628,Wal-Mart 1528 / Cedar Rapids,2645 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.680734 42.034748),57,Linn,1041100,AMERICAN DRY GINS,205,E AND J GALLO WINERY,31475,New Amsterdam Gin,12,750,6.90,10.35,12,124.20,9.00,2.38
S18839900015,05/08/2014,4844,Iowa City Fast Break,"2580, NAPLES AVE",IOWA CITY,52240,POINT (-91.571064 41.632792),52,Johnson,1062310,SPICED RUM,260,Diageo Americas,43334,Captain Morgan Spiced Rum,24,375,5.00,7.50,3,22.50,1.12,0.30
S27319300019,08/13/2015,2806,Osco #881 / Clinton,1307 N SECOND,CLINTON,52732,POINT (-90.184797 41.858932),23,Clinton,1062310,SPICED RUM,380,Phillips Beverage Company,42984,Trader Vics Private Selection Spiced Rum,6,1750,10.00,15.00,6,90.00,10.50,2.77
S27760000012,09/08/2015,2353,Cresco Liquor Store,708 2ND AVE SE,CRESCO,52136,POINT (-92.106529 43.371131),45,Howard,1011100,BLENDED WHISKIES,260,Diageo Americas,25607,Seagrams 7 Crown Bl Whiskey,12,1000,8.00,12.00,12,144.00,12.00,3.17
S22293300014,11/10/2014,4601,Kum & Go #4110 / Guthrie DM,2110 GUTHRIE AVE,DES MOINES,50317,POINT (-93.578778 41.61508),77,Polk,1062310,SPICED RUM,260,Diageo Americas,43334,Captain Morgan Spiced Rum,24,375,5.00,7.50,8,60.00,3.00,0.79
S25789000061,05/21/2015,2561,Hy-Vee Food Store / Fleur / DSM,4605 FLEUR DRIVE,DES MOINES,50321,POINT (-93.64494300000001 41.542748),77,Polk,1011100,BLENDED WHISKIES,492,Western Spirits Beverage Co. LLC,27692,Bird Dog Apple Flavored Whiskey Mini,5,600,6.00,9.00,5,45.00,3.00,0.79
S13395300127,07/16/2013,2649,Hy-Vee #3 / Dubuque,400 LOCUST ST,DUBUQUE,52001,POINT (-90.666497 42.49721900000001),31,Dubuque,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42703,Malibu Pineapple Rum,12,750,6.75,10.49,2,20.98,1.50,0.40
S21087600111,09/08/2014,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.53046300000001 41.642764),52,Johnson,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32233,Seagrams Extra Dry Gin,48,200,1.99,2.99,48,143.52,9.60,2.54
S26763900022,07/15/2015,4554,Kum & Go #229 / Sioux City,1821 HAMILTON BLVD,SIOUX CITY,51103,POINT (-96.416824 42.510269),97,Woodbury,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48105,Hennessy VS,12,375,9.99,14.99,6,89.94,2.25,0.59
S18813700052,05/06/2014,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,,77,Polk,1031080,VODKA 80 PROOF,55,Sazerac North America,35318,Barton Vodka,6,1750,6.92,10.38,6,62.28,10.50,2.77
S14705100034,09/23/2013,4114,After 5 Somewhere,704 W 7TH ST PO BOX 372,ATLANTIC,50022,POINT (-95.023116 41.40406200000001),15,Cass,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,65061,Goldschlager Cinnamon Schnapps Mini,10,600,15.63,23.44,2,46.88,1.20,0.32
S08434100034,10/18/2012,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,POINT (-91.701581 42.030129),57,Linn,1031080,VODKA 80 PROOF,300,Mccormick Distilling Company,36904,Mccormick Vodka Pet,24,375,1.76,2.63,24,63.12,9.00,2.38
S22255300019,11/07/2014,3612,B and C Liquor / Maquoketa,509 E PLATT,MAQUOKETA,52060,POINT (-90.659692 42.06922000000001),49,Jackson,1031080,VODKA 80 PROOF,297,Laird And Company,35914,Five O'clock Vodka,24,375,1.93,2.90,48,139.20,18.00,4.76
S12687400153,06/10/2013,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,POINT (-93.235588 43.148451),17,Cerro Gordo,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86881,Southern Comfort Mini,12,500,4.70,7.06,1,7.06,0.50,0.13
S15631500032,11/11/2013,2599,Hy-Vee Wine and Spirits / Coralville,1914 8TH STREET,CORALVILLE,52241,POINT (-91.590715 41.682013),52,Johnson,1031200,VODKA FLAVORED,260,Diageo Americas,40917,Smirnoff Pineapple Vodka,12,750,8.25,12.37,12,148.44,9.00,2.38
S21828300022,10/16/2014,3756,Main Street Liquors / Manning,316 MAIN ST,MANNING,51455,POINT (-95.065122 41.908573),14,Carroll,1081030,COFFEE LIQUEURS,370,Pernod Ricard USA/Austin Nichols,67526,Kahlua Coffee Liqueur,12,750,11.99,17.99,1,17.99,0.75,0.20
S09129400029,11/26/2012,3819,Quillins Decorah,915 SHORT ST,DECORAH,52101,POINT (-91.79777100000001 43.291023),96,Winneshiek,1032080,IMPORTED VODKA,395,Proximo,34935,Three Olives Vodka,12,750,11.16,16.74,2,33.48,1.50,0.40
S10659800025,02/18/2013,3713,Wal-Mart 0810 / Mason City,4151  4TH ST SW,MASON CITY,50401,POINT (-93.261648 43.148239),17,Cerro Gordo,1071100,AMERICAN COCKTAILS,395,Proximo,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.20,12.30,6,73.80,10.50,2.77
S08833900130,11/07/2012,2565,Hy-Vee Food Store / Spencer,819 N GRAND AVE,SPENCER,51301,POINT (-95.14506 43.145897),21,Clay,1012200,SCOTCH WHISKIES,260,Diageo Americas,4626,Buchanan's 12 Yr Deluxe Scotch,12,750,20.50,30.74,3,92.22,2.25,0.59
S18406500008,04/16/2014,3864,Hometown Foods / Schaller,201 S MAIN ST PO BX 40,SCHALLER,51053,POINT (-95.29346 42.499481),81,Sac,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,10627,Canadian Club Whisky,12,1000,9.71,14.56,1,14.56,1.00,0.26
S08685400010,10/31/2012,3645,Wal-Mart 1764 / Windsor Heights,1001  73RD ST,WINDSOR HEIGHTS,50311,POINT (-93.716991 41.594787),77,Polk,1022100,TEQUILA,65,Jim Beam Brands,88556,Sauza Blanco Silver,12,750,7.65,11.84,12,142.08,9.00,2.38
S13334000148,07/15/2013,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT (-93.773557 41.561197),77,Polk,1022100,TEQUILA,395,Proximo,87410,Jose Cuervo Especial Silver,6,1750,20.25,30.37,2,60.74,3.50,0.92
S17199200032,02/04/2014,2556,Hy-Vee Wine and Spirits / Esthervill,2608 E. CENTRAL AVENUE,ESTHERVILLE,51334,,32,Emmet,1022100,TEQUILA,410,The Patron Spirits Company,89626,Patron Reposado Tequila,12,750,28.00,42.00,2,84.00,1.50,0.40
S29139200015,11/18/2015,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N LAKE ST,STORM LAKE,50588,POINT (-95.200758 42.65318400000001),11,Buena Vista,1081200,CREAM LIQUEURS,260,Diageo Americas,68031,Bailey's Original Irish Cream Minis,4,1000,25.25,37.88,1,37.88,1.00,0.26
S06881000012,08/01/2012,3987,Wine and Spirits Shoppe Of,111 S PHILLIPS ST,ALGONA,50511,POINT (-94.226874 43.068382),55,Kossuth,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41694,Uv Blue (raspberry) Vodka,12,1000,7.50,11.25,12,135.00,12.00,3.17
S20276000164,07/23/2014,2625,Hy-Vee Wine and Spirits #2,3301 W KIMBERLY RD,DAVENPORT,52804,,82,Scott,1032080,IMPORTED VODKA,260,Diageo Americas,34456,Ketel One Imported Vodka,12,750,14.00,20.99,4,83.96,3.00,0.79
S05745100025,05/25/2012,4558,Kum & Go #226 / Sioux City,1373 PIERCE ST,SIOUX CITY,51105,POINT (-96.405013 42.504732),97,Woodbury,1051010,AMERICAN GRAPE BRANDIES,115,"Constellation Wine Company, Inc.",53214,Paul Masson Grande Amber Brandy,24,375,3.05,4.57,10,45.70,3.75,0.99
S28459700003,10/14/2015,4575,Casey's General Store #2304 / Slater,200 6th AVE,SLATER,50244,POINT (-93.679808 41.877859),85,Story,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,5.23,7.85,12,94.20,9.00,2.38
S11541000041,04/09/2013,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,POINT (-90.548919 41.55678100000001),82,Scott,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45248,Paramount Gold Rum,6,1750,7.58,11.37,6,68.22,10.50,2.77
S23676000107,01/26/2015,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,,07,Black Hawk,1012210,SINGLE MALT SCOTCH,260,Diageo Americas,5430,Lagavulin 16yr Single Malt Scotch,12,750,48.50,72.75,2,145.50,1.50,0.40
S18415100022,04/15/2014,4559,Osage Payless Foods,"633, CHASE ST",OSAGE,50461,POINT (-92.811539 43.285134),66,Mitchell,1031100,100 PROOF VODKA,260,Diageo Americas,39866,Smirnoff Vodka 100 Prf,12,750,8.75,13.13,1,13.13,0.75,0.20
S04766000058,03/27/2012,3700,Avoca Liquor,158 SOUTH ELM,AVOCA,51521,POINT (-95.339412 41.476306),78,Pottawattamie,1041100,AMERICAN DRY GINS,259,Heaven Hill Brands,29566,Burnett's Gin London Dry,12,750,4.77,7.15,1,7.15,0.75,0.20
S12069100003,05/07/2013,4540,Casey's General Store #2915 / Bellev,1104 N RIVERVIEW ST,BELLEVUE,52031,POINT (-90.427844 42.268432),49,Jackson,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.13,10.70,6,64.20,10.50,2.77
S10023000021,01/15/2013,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,POINT (-91.565517 41.672672),52,Johnson,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34366,Fris Danish Vodka,12,750,5.50,8.24,3,24.72,2.25,0.59
S20879000014,08/27/2014,4670,Guppy's On The Go / Tripoli,"600, 7TH AVE SW",TRIPOLI,50676,POINT (-92.264269 42.802374),09,Bremer,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43137,Bacardi Limon,12,1000,10.50,15.75,12,189.00,12.00,3.17
S09884200011,01/08/2013,4380,Kum & Go #254 / West Branch,620 S DOWNEY ST,WEST BRANCH,52358,POINT (-91.346676 41.668271),16,Cedar,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34433,Grey Goose Vodka,12,750,17.97,26.96,12,323.52,9.00,2.38
S25591800001,05/12/2015,4239,Fareway Stores #850 / Spirit Lake,1906 KEOKUK,SPIRIT LAKE,51360,POINT (-95.106219 43.42157),30,Dickinson,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,9.70,14.93,582,8689.26,1018.50,269.06
S07120100004,08/15/2012,3722,Wal-Mart 1361 / Sioux City,3400 SINGING HILLS BLVD,SIOUX CITY,51106,POINT (-96.36432 42.43609000000001),97,Woodbury,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,322,Prestige Wine and Spirits Group,75210,Kinky Liqueur,6,750,10.00,15.00,30,450.00,22.50,5.94
S12956300102,06/24/2013,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,POINT (-93.235588 43.148451),17,Cerro Gordo,1071100,AMERICAN COCKTAILS,285,"Charles Jacquin Et. Cie., Inc.",56957,Bartenders Hot Sex,12,1000,5.28,7.91,3,23.73,3.00,0.79
S03967900034,02/07/2012,3700,Avoca Liquor,158 SOUTH ELM,AVOCA,51521,POINT (-95.339412 41.476306),78,Pottawattamie,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11774,Black Velvet,24,375,3.07,4.60,2,9.20,0.75,0.20
S28463300016,10/14/2015,3916,Smokin' Joe's #5 Tobacco and Liquor,1115 ALBIA RD,OTTUMWA,52501,POINT (-92.437224 41.009342),90,Wapello,1051010,AMERICAN GRAPE BRANDIES,115,"Constellation Wine Company, Inc.",53213,Paul Masson Grande Amber Brandy,24,200,1.96,2.94,24,70.56,4.80,1.27
S07319500017,08/27/2012,2575,Hy-Vee Food Store #1 / Waterloo,2834 Ansborough Ave,WATERLOO,50702,POINT (-92.37662400000002 42.471767),07,Black Hawk,1041100,AMERICAN DRY GINS,300,Mccormick Distilling Company,31208,McCormick Gin Pet,6,1750,7.30,10.95,6,65.70,10.50,2.77
S05626600038,05/21/2012,2551,Hy-Vee Food Store / Chariton,2001 WEST COURT,CHARITON,50049,,59,Lucas,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11.01,16.52,2,33.04,3.50,0.92
S08206900075,10/09/2012,4012,Fast Mart,1401 BUCHANAN ST,DES MOINES,50316,POINT (-93.599362 41.59878),77,Polk,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,7.31,10.97,3,32.91,5.25,1.39
S04569300006,03/14/2012,3698,Ingersoll Wine Merchants,1300  50TH ST,WEST DES MOINES,50266,POINT (-93.771159 41.590871),77,Polk,1011200,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),22156,Wild Turkey 101,12,750,10.99,17.24,2,34.48,1.50,0.40
S09483900139,12/13/2012,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,POINT (-93.618911 42.022854),85,Story,1022100,TEQUILA,260,Diageo Americas,89175,Don Julio Anejo Tequila,6,750,31.50,47.24,2,94.48,1.50,0.40
S29140800003,11/18/2015,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77,Polk,1081600,WHISKEY LIQUEUR,229,Dehner Distillery,27841,Ku:l Fire,12,750,8.49,12.74,2,25.48,1.50,0.40
S16318500020,12/19/2013,2626,Hy-Vee Drugstore / University / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,POINT (-93.673222 41.600361),77,Polk,1011200,STRAIGHT BOURBON WHISKIES,306,Mississippi River Distilling Co.,27479,Cody Road Bourbon,6,750,19.17,28.76,6,172.56,4.50,1.19
S17959900044,03/19/2014,2465,Sid's Beverage Shop,2727 DODGE ST,DUBUQUE,52003,POINT (-90.705328 42.491862),31,Dubuque,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,6,1000,21.77,32.66,36,1175.76,36.00,9.51
S27250700007,08/11/2015,4397,Quik Trip #514 / Ankeny,802 E 1ST ST,ANKENY,50021,POINT (-93.586368 41.731862),77,Polk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11773,Black Velvet,48,200,1.56,2.34,48,112.32,9.60,2.54
S19560500054,06/16/2014,2582,Hy-Vee #2 Food Store / Mason City,551 S ILLINOIS AVE,MASON CITY,50401,POINT (-93.17114 43.14623),17,Cerro Gordo,1031080,VODKA 80 PROOF,259,Heaven Hill Brands,35416,Burnett's Vodka 80 Prf,12,750,4.84,7.26,12,87.12,9.00,2.38
S09373600038,12/10/2012,2578,Hy-Vee / Charles City,901 KELLY ST,CHARLES CITY,50616,POINT (-92.67556000000002 43.066993),34,Floyd,1081312,BUTTERSCOTCH SCHNAPPS,65,Jim Beam Brands,82787,Dekuyper Buttershots,12,1000,7.35,11.02,12,132.24,12.00,3.17
S29033700083,11/12/2015,3456,Quick Shop / Clear Lake,904 N 8TH ST,CLEAR LAKE,50428,POINT (-93.378772 43.142868),17,Cerro Gordo,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48099,Hennessy VS,24,200,5.65,8.48,2,16.96,0.40,0.11
